Track,Position,Driver,Win
Brazil,3.0,Carlos Sainz,0
Brazil,4.0,Charles Leclerc,0
Brazil,5.0,Fernando Alonso,0
Brazil,6.0,Max Verstappen,0
Brazil,7.0,Sergio Perez,0
Brazil,8.0,Esteban Ocon,0
Brazil,9.0,Valtteri Bottas,0
Brazil,10.0,Lance Stroll,0
Brazil,11.0,Sebastian Vettel,0
Brazil,12.0,Guanyu Zhou,0
Brazil,13.0,Mick Schumacher,0
Brazil,14.0,Pierre Gasly,0
Brazil,15.0,Alexander Albon,0
Brazil,16.0,Nicholas Latifi,0
Brazil,17.0,Yuki Tsunoda,0
Abu Dhabi,1.0,Max Verstappen,1
Abu Dhabi,2.0,Charles Leclerc,0
Abu Dhabi,3.0,Sergio Perez,0
Abu Dhabi,4.0,Carlos Sainz,0
Abu Dhabi,5.0,George Russell,0
Abu Dhabi,6.0,Lando Norris,0
Abu Dhabi,7.0,Esteban Ocon,0
Abu Dhabi,8.0,Lance Stroll,0
Abu Dhabi,9.0,Daniel Ricciardo,0
Abu Dhabi,10.0,Sebastian Vettel,0
Abu Dhabi,11.0,Yuki Tsunoda,0
Abu Dhabi,12.0,Guanyu Zhou,0
Abu Dhabi,13.0,Alexander Albon,0
Abu Dhabi,14.0,Pierre Gasly,0
Abu Dhabi,15.0,Valtteri Bottas,0
Abu Dhabi,16.0,Mick Schumacher,0
Abu Dhabi,17.0,Kevin Magnussen,0
Abu Dhabi,18.0,Lewis Hamilton,0
Abu Dhabi,19.0,Nicholas Latifi,0
